Host.Species,Lake,Year,Julian.Day,Julian,Date,Date2,Total,Uninfected.Adult,Uninfected.Juv,Uninfected.Males,Uninfected.Ephip,pasteuria.inf,metsch.inf,spiro.inf,brood.inf,larssonia.inf,spider.inf,gurleya.inf,caullerya.inf,micG.inf,coke.inf,pasteuria.prev,metsch.prev,spiro.prev,brood.prev,larssonia.prev,spider.prev,gurleya.prev,caullerya.prev,micG.prev,coke.prev,Host.Density,Total.Density,Dentifera.density,Pulicaria.density,Retrocurva.density,Ceriodaphnia.density,Dubia.density,Parvula.density,Ambigua.density,Mendotae.density
ceriodaphnia,Sullivan,2018,2018243,243,31-Aug-18,NA,4,1,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Sullivan,2018,2018257,257,14-Sep-18,NA,56,32,21,0,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Sullivan,2018,2018274,274,1-Oct-18,NA,5,1,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Sullivan,2018,2018285,285,12-Oct-18,NA,4,0,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Sullivan,2018,2018313,313,9-Nov-18,NA,5,1,2,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Sullivan,2018,2018201,201,20-Jul-18,NA,271,143,121,0,0,0,0,5,1,1,0,0,0,0,NA,0,0,0.018450185,0.003690037,0.003690037,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Sullivan,2018,2018215,215,3-Aug-18,NA,200,83,117,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Sullivan,2018,2018229,229,17-Aug-18,NA,220,99,110,0,0,6,0,0,0,2,0,0,0,3,NA,0.027272727,0,0,0,0.009090909,0,0,0,0.013636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Sullivan,2018,2018243,243,31-Aug-18,NA,245,162,79,0,0,1,0,0,0,0,0,0,0,3,NA,0.004081633,0,0,0,0,0,0,0,0.012244898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Sullivan,2018,2018257,257,14-Sep-18,NA,236,133,89,0,0,6,0,3,0,0,0,0,0,5,NA,0.025423729,0,0.012711864,0,0,0,0,0,0.021186441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Sullivan,2018,2018274,274,1-Oct-18,NA,200,14,176,3,0,1,2,3,0,0,0,0,0,1,NA,0.005,0.01,0.015,0,0,0,0,0,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Sullivan,2018,2018285,285,12-Oct-18,NA,233,41,124,53,0,2,10,1,0,0,0,0,0,2,NA,0.008583691,0.042918455,0.004291845,0,0,0,0,0,0.008583691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Sullivan,2018,2018299,299,26-Oct-18,NA,216,47,56,89,1,0,20,0,0,0,2,0,0,1,NA,0,0.092592593,0,0,0,0.009259259,0,0,0.00462963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Sullivan,2018,2018313,313,9-Nov-18,NA,233,55,44,47,71,0,9,0,0,0,3,0,0,0,NA,0,0.038626609,0,0,0,0.012875536,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Sullivan,2018,2018243,243,31-Aug-18,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Sullivan,2018,2018201,201,20-Jul-18,NA,2,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Sullivan,2018,2018229,229,17-Aug-18,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Sullivan,2018,2018257,257,14-Sep-18,NA,3,1,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Sullivan,2018,2018299,299,26-Oct-18,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Walsh,2018,2018206,206,25-Jul-18,NA,2,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Walsh,2018,2018278,278,5-Oct-18,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Walsh,2018,2018292,292,19-Oct-18,NA,4,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Walsh,2018,2018318,318,14-Nov-18,NA,5,4,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Walsh,2018,2018206,206,25-Jul-18,NA,509,293,216,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Walsh,2018,2018225,225,13-Aug-18,NA,300,133,130,0,0,0,0,0,0,0,0,0,0,36,NA,0,0,0,0,0,0,0,0,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Walsh,2018,2018235,235,23-Aug-18,NA,358,206,79,0,0,0,0,0,3,0,0,0,0,72,NA,0,0,0,0.008379888,0,0,0,0,0.201117318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Walsh,2018,2018250,250,7-Sep-18,NA,330,141,88,0,0,0,0,0,4,0,0,0,0,97,NA,0,0,0,0.012121212,0,0,0,0,0.293939394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Walsh,2018,2018264,264,21-Sep-18,NA,433,208,141,0,0,1,3,0,0,0,0,0,0,80,NA,0.002309469,0.006928406,0,0,0,0,0,0,0.184757506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Walsh,2018,2018278,278,5-Oct-18,NA,216,101,58,2,0,0,3,0,0,0,0,0,0,52,NA,0,0.013888889,0,0,0,0,0,0,0.240740741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Walsh,2018,2018292,292,19-Oct-18,NA,254,102,102,27,1,0,16,0,1,0,0,0,0,3,NA,0,0.062992126,0,0.003937008,0,0,0,0,0.011811024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Walsh,2018,2018306,306,2-Nov-18,NA,244,38,57,68,77,0,1,0,0,0,1,0,0,3,NA,0,0.004098361,0,0,0,0.004098361,0,0,0.012295082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Walsh,2018,2018318,318,14-Nov-18,NA,220,30,66,70,52,1,0,0,0,0,0,0,0,1,NA,0.004545455,0,0,0,0,0,0,0,0.004545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Walsh,2018,2018264,264,21-Sep-18,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Walsh,2018,2018278,278,5-Oct-18,NA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Walsh,2018,2018292,292,19-Oct-18,NA,28,12,16,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Walsh,2018,2018306,306,2-Nov-18,NA,5,1,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Walsh,2018,2018318,318,14-Nov-18,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Walsh,2018,2018206,206,25-Jul-18,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Walsh,2018,2018264,264,21-Sep-18,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Walsh,2018,2018306,306,2-Nov-18,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Whitmore,2018,2018205,205,24-Jul-18,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Whitmore,2018,2018248,248,5-Sep-18,NA,3,1,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Whitmore,2018,2018276,276,3-Oct-18,NA,3,1,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Whitmore,2018,2018222,222,10-Aug-18,NA,3,2,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Whitmore,2018,2018234,234,22-Aug-18,NA,4,0,3,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Whitmore,2018,2018248,248,5-Sep-18,NA,7,3,3,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Whitmore,2018,2018262,262,19-Sep-18,NA,8,7,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Whitmore,2018,2018276,276,3-Oct-18,NA,5,0,5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Whitmore,2018,2018304,304,31-Oct-18,NA,6,1,5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Whitmore,2018,2018317,317,13-Nov-18,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mendotae,Whitmore,2018,2018262,262,19-Sep-18,NA,2,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Whitmore,2018,2018205,205,24-Jul-18,NA,239,64,172,3,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Whitmore,2018,2018222,222,10-Aug-18,NA,202,157,44,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Whitmore,2018,2018234,234,22-Aug-18,NA,306,147,154,1,0,2,0,2,0,0,0,0,0,0,NA,0.006535948,0,0.006535948,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Whitmore,2018,2018248,248,5-Sep-18,NA,180,92,75,0,0,13,0,0,0,0,0,0,0,0,NA,0.072222222,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Whitmore,2018,2018262,262,19-Sep-18,NA,45,15,29,0,0,1,0,0,0,0,0,0,0,0,NA,0.022222222,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Whitmore,2018,2018276,276,3-Oct-18,NA,33,14,13,0,0,6,0,0,0,0,0,0,0,0,NA,0.181818182,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Whitmore,2018,2018304,304,31-Oct-18,NA,36,18,18,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Whitmore,2018,2018317,317,13-Nov-18,NA,22,10,12,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Whitmore,2018,2018205,205,24-Jul-18,NA,214,73,141,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Whitmore,2018,2018222,222,10-Aug-18,NA,200,75,125,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Whitmore,2018,2018234,234,22-Aug-18,NA,417,161,247,0,0,7,0,1,0,0,0,0,0,1,NA,0.016786571,0,0.002398082,0,0,0,0,0,0.002398082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Whitmore,2018,2018248,248,5-Sep-18,NA,292,94,190,0,0,7,0,0,0,0,0,0,0,1,NA,0.023972603,0,0,0,0,0,0,0,0.003424658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Whitmore,2018,2018262,262,19-Sep-18,NA,201,49,144,0,0,7,0,0,0,0,0,0,0,1,NA,0.034825871,0,0,0,0,0,0,0,0.004975124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Whitmore,2018,2018276,276,3-Oct-18,NA,348,87,258,0,0,3,0,0,0,0,0,0,0,0,NA,0.00862069,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Whitmore,2018,2018304,304,31-Oct-18,NA,202,104,98,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Whitmore,2018,2018317,317,13-Nov-18,NA,230,108,116,5,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ambigua,Woodland,2018,2018304,304,31-Oct-18,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ambigua,Woodland,2018,2018317,317,13-Nov-18,NA,65,21,44,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Woodland,2018,2018222,222,10-Aug-18,NA,212,107,103,0,0,0,0,0,2,0,0,0,0,0,NA,0,0,0,0.009433962,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Woodland,2018,2018234,234,22-Aug-18,NA,76,49,26,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0.013157895,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Woodland,2018,2018247,247,4-Sep-18,NA,33,9,24,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Woodland,2018,2018262,262,19-Sep-18,NA,11,5,5,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Woodland,2018,2018276,276,3-Oct-18,NA,104,77,22,0,5,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Woodland,2018,2018289,289,16-Oct-18,NA,200,77,86,1,36,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Woodland,2018,2018304,304,31-Oct-18,NA,130,30,50,0,50,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,Woodland,2018,2018317,317,13-Nov-18,NA,47,10,19,0,18,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Woodland,2018,2018222,222,10-Aug-18,NA,11,1,10,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Woodland,2018,2018234,234,22-Aug-18,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Woodland,2018,2018247,247,4-Sep-18,NA,2,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Woodland,2018,2018262,262,19-Sep-18,NA,11,8,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Woodland,2018,2018276,276,3-Oct-18,NA,20,8,12,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Woodland,2018,2018289,289,16-Oct-18,NA,204,100,101,1,0,1,0,0,1,0,0,0,0,0,NA,0.004901961,0,0,0.004901961,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Woodland,2018,2018304,304,31-Oct-18,NA,46,19,21,4,2,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentifera,Woodland,2018,2018317,317,13-Nov-18,NA,82,56,26,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dubia,Woodland,2018,2018276,276,3-Oct-18,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dubia,Woodland,2018,2018289,289,16-Oct-18,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mendotae,Woodland,2018,2018222,222,10-Aug-18,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mendotae,Woodland,2018,2018276,276,3-Oct-18,NA,10,6,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mendotae,Woodland,2018,2018289,289,16-Oct-18,NA,13,6,6,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mendotae,Woodland,2018,2018304,304,31-Oct-18,NA,10,2,8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mendotae,Woodland,2018,2018317,317,13-Nov-18,NA,6,2,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Woodland,2018,2018222,222,10-Aug-18,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Woodland,2018,2018234,234,22-Aug-18,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Woodland,2018,2018247,247,4-Sep-18,NA,5,1,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Woodland,2018,2018262,262,19-Sep-18,NA,4,2,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Woodland,2018,2018276,276,3-Oct-18,NA,9,7,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Woodland,2018,2018289,289,16-Oct-18,NA,190,80,50,56,2,0,0,0,2,0,0,0,0,0,NA,0,0,0,0.010526316,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Woodland,2018,2018304,304,31-Oct-18,NA,7,3,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parvula,Woodland,2018,2018317,317,13-Nov-18,NA,54,25,26,0,2,0,0,0,1,0,0,0,0,0,NA,0,0,0,0.018518519,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Woodland,2018,2018247,247,4-Sep-18,NA,4,1,2,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Woodland,2018,2018262,262,19-Sep-18,NA,5,3,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,Woodland,2018,2018317,317,13-Nov-18,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Woodland,2018,2018222,222,10-Aug-18,NA,9,1,8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Woodland,2018,2018234,234,22-Aug-18,NA,30,16,14,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Woodland,2018,2018247,247,4-Sep-18,NA,84,39,45,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Woodland,2018,2018262,262,19-Sep-18,NA,231,131,100,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Woodland,2018,2018276,276,3-Oct-18,NA,207,98,108,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0.004830918,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Woodland,2018,2018289,289,16-Oct-18,NA,553,327,177,27,2,0,0,1,19,0,0,0,0,0,NA,0,0,0.001808318,0.034358047,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Woodland,2018,2018304,304,31-Oct-18,NA,237,97,38,90,9,0,0,0,3,0,0,0,0,0,NA,0,0,0,0.012658228,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
retrocurva,Woodland,2018,2018317,317,13-Nov-18,NA,271,111,141,8,10,0,0,1,0,0,0,0,0,0,NA,0,0,0.003690037,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ambigua,Appleton,2020,2020275,275,1-Oct-20,10/1/2020,3,1,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.7,41963.5,11363.1,7210.8,21360.5,362.3,1521.9,36.2,108.7,0
ceriodaphnia,Appleton,2020,2020244,244,31-Aug-20,8/31/2020,13,10,3,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.5,32034.1,13995.8,5328.5,10904.5,378.5,1426.8,0,0,0
